trip_id,date_time,city_zone,vehicle_type,trip_distance_km,trip_duration_minutes,average_speed_kmph,weather_condition,traffic_level,helmet_used,accident_reported,safety_risk_level
264,11-01-2024 23:00,Residential,E-Scooter,9.59,45,21.5,Rainy,Low,Yes,No,Low
265,12-01-2024 00:00,Tourist Area,Bicycle,3.41,39.6,27.7,Hot,Medium,Yes,No,High
266,12-01-2024 01:00,Residential,E-Bike,1.08,51.1,21.2,Hot,Low,No,No,Medium
267,12-01-2024 02:00,Residential,Bicycle,5.62,50.3,27.7,Foggy,Low,Yes,Yes,Low
268,12-01-2024 03:00,IT Hub,E-Bike,2.61,14.2,8.6,Foggy,Medium,Yes,No,Medium
269,12-01-2024 04:00,Residential,E-Bike,9.59,27.6,28.6,Foggy,Medium,No,No,Medium
270,12-01-2024 05:00,Commercial,E-Scooter,4.99,54.5,12.6,Hot,Medium,Yes,No,Low
271,12-01-2024 06:00,Commercial,Bicycle,2.34,55.4,16,Foggy,Medium,Yes,No,High
272,12-01-2024 07:00,University Zone,E-Scooter,2.27,18,13.6,Hot,Medium,Yes,No,High
273,12-01-2024 08:00,IT Hub,E-Scooter,2.37,44.3,17.7,Hot,Medium,Yes,No,Low
274,12-01-2024 09:00,Tourist Area,E-Scooter,1.31,25.1,24.1,Foggy,Medium,Yes,No,Low
275,12-01-2024 10:00,Commercial,E-Bike,4.15,31.2,16.6,Foggy,High,Yes,No,Low
276,12-01-2024 11:00,University Zone,Bicycle,3.79,8.3,28.6,Rainy,Low,Yes,No,Low
277,12-01-2024 12:00,IT Hub,Bicycle,4.61,37.4,25.4,Rainy,Medium,No,Yes,Low
278,12-01-2024 13:00,IT Hub,E-Scooter,6.44,41.2,25.7,Foggy,Low,Yes,Yes,Medium
279,12-01-2024 14:00,Residential,Bicycle,5.35,39.7,11.6,Clear,High,No,No,High
280,12-01-2024 15:00,Commercial,E-Scooter,5.07,49.2,27.1,Rainy,Low,Yes,No,Low
281,12-01-2024 16:00,Commercial,E-Bike,8.64,38.9,29.6,Foggy,Medium,Yes,No,Medium
282,12-01-2024 17:00,IT Hub,E-Bike,2.67,47.4,17.3,Rainy,Medium,No,No,Medium
283,12-01-2024 18:00,University Zone,E-Scooter,3.58,16.4,10.4,Foggy,High,Yes,No,Medium
284,12-01-2024 19:00,Residential,Bicycle,6.55,14.1,9.7,Foggy,Low,No,No,Medium
285,12-01-2024 20:00,Residential,Bicycle,1.52,51.7,19.9,Foggy,High,Yes,No,Low
286,12-01-2024 21:00,Tourist Area,E-Scooter,8.14,48.7,20.4,Hot,Low,Yes,No,Low
287,12-01-2024 22:00,IT Hub,E-Bike,8.22,6.4,23.6,Clear,High,Yes,No,Low
288,12-01-2024 23:00,University Zone,E-Bike,3.16,19.2,25.9,Hot,High,No,No,High
289,13-01-2024 00:00,IT Hub,Bicycle,3.03,15.7,25.2,Foggy,Medium,Yes,No,Low
290,13-01-2024 01:00,Residential,E-Scooter,2.49,45.9,14.5,Foggy,High,No,No,Medium
291,13-01-2024 02:00,Commercial,Bicycle,3.5,8.1,9.9,Hot,Medium,No,No,Medium
292,13-01-2024 03:00,Tourist Area,Bicycle,6.34,15.1,22.9,Hot,Medium,Yes,No,Medium
293,13-01-2024 04:00,Residential,E-Scooter,4.81,58.7,17.6,Foggy,Medium,Yes,No,Low
294,13-01-2024 05:00,Tourist Area,E-Scooter,2.99,7.9,9,Foggy,High,Yes,No,Low
295,13-01-2024 06:00,Commercial,E-Bike,9.84,9.6,23.2,Rainy,Low,No,No,Medium
296,13-01-2024 07:00,Commercial,Bicycle,4.31,50.5,9.1,Hot,Low,Yes,Yes,Medium
297,13-01-2024 08:00,Residential,Bicycle,3.45,28.3,21.4,Foggy,Medium,Yes,No,Medium
298,13-01-2024 09:00,University Zone,Bicycle,9.37,43.7,12,Clear,Medium,Yes,No,High
299,13-01-2024 10:00,Tourist Area,Bicycle,7.46,8.8,14.5,Rainy,Medium,No,No,Low
300,13-01-2024 11:00,IT Hub,E-Scooter,1.11,53.9,13.4,Rainy,Low,No,No,Medium
301,13-01-2024 12:00,IT Hub,E-Scooter,2.06,38.3,10.4,Foggy,Low,Yes,No,Medium
302,13-01-2024 13:00,Commercial,Bicycle,7.97,37.2,19.9,Hot,Low,No,No,Low
303,13-01-2024 14:00,IT Hub,Bicycle,4.44,58.2,26.6,Hot,High,Yes,No,Low
304,13-01-2024 15:00,Tourist Area,Bicycle,1.46,6.1,27.8,Foggy,Medium,Yes,No,Medium
305,13-01-2024 16:00,IT Hub,Bicycle,3.62,55.2,10.7,Clear,Medium,Yes,Yes,Medium
306,13-01-2024 17:00,Commercial,Bicycle,6.54,45.8,25.1,Clear,Low,No,No,Low
307,13-01-2024 18:00,IT Hub,Bicycle,6.49,30.9,17.4,Foggy,Medium,Yes,No,Low
308,13-01-2024 19:00,Residential,Bicycle,2.2,8.2,22.8,Clear,Low,Yes,No,Low
309,13-01-2024 20:00,Commercial,E-Scooter,7.6,43.8,23.6,Foggy,High,Yes,No,Low
310,13-01-2024 21:00,Tourist Area,Bicycle,4.18,21.8,21.2,Rainy,Medium,Yes,No,Low
311,13-01-2024 22:00,Residential,Bicycle,7.57,5.7,25.8,Rainy,Low,No,No,Medium
312,13-01-2024 23:00,Tourist Area,E-Bike,6.53,23.2,19.4,Clear,High,Yes,No,Low
313,14-01-2024 00:00,Commercial,E-Scooter,1.21,15.5,20.1,Foggy,Medium,No,No,High
314,14-01-2024 01:00,IT Hub,E-Scooter,1.98,15.6,20.7,Foggy,Medium,Yes,No,Low
315,14-01-2024 02:00,Tourist Area,Bicycle,7.57,30.2,22.9,Rainy,Low,No,No,Medium
316,14-01-2024 03:00,Tourist Area,E-Bike,1.51,15.1,12,Rainy,Low,No,No,Low
317,14-01-2024 04:00,University Zone,E-Scooter,2.42,26.3,25.8,Rainy,Low,No,No,Low
318,14-01-2024 05:00,Commercial,Bicycle,8.69,47.4,13.2,Foggy,Medium,Yes,No,High
319,14-01-2024 06:00,Commercial,Bicycle,9.66,45.3,16.8,Hot,High,Yes,No,Medium
320,14-01-2024 07:00,Commercial,E-Bike,2.49,9.3,27.1,Foggy,Medium,No,No,High
321,14-01-2024 08:00,Tourist Area,Bicycle,2.52,14.9,13.4,Hot,Low,Yes,No,Low
322,14-01-2024 09:00,Residential,E-Bike,5.05,54.5,28.1,Hot,Low,Yes,No,Medium
323,14-01-2024 10:00,Commercial,Bicycle,2.16,52.1,29.6,Clear,Low,Yes,No,High
324,14-01-2024 11:00,IT Hub,E-Scooter,6.41,16.1,10.9,Foggy,Medium,Yes,Yes,Medium
325,14-01-2024 12:00,Residential,Bicycle,7.54,43.7,14.4,Hot,Medium,Yes,No,Low
326,14-01-2024 13:00,Tourist Area,Bicycle,7.69,18.6,28.4,Rainy,Medium,Yes,No,Low
327,14-01-2024 14:00,Commercial,E-Scooter,9.03,59,9.7,Foggy,Low,Yes,No,High
328,14-01-2024 15:00,University Zone,Bicycle,2.81,35,27,Clear,Medium,Yes,No,Low
329,14-01-2024 16:00,Commercial,E-Scooter,9.63,17.2,28.3,Clear,Medium,Yes,No,Low
330,14-01-2024 17:00,University Zone,E-Bike,0.68,32.8,19,Hot,Medium,Yes,No,High
331,14-01-2024 18:00,Residential,Bicycle,10,47.9,10.8,Clear,High,Yes,No,Medium
332,14-01-2024 19:00,Tourist Area,E-Scooter,6.05,19.1,9.6,Clear,High,Yes,No,High
333,14-01-2024 20:00,Residential,E-Scooter,6.97,36.6,26,Hot,Low,No,No,Medium
334,14-01-2024 21:00,Commercial,E-Scooter,1.94,48.4,27.5,Hot,Low,Yes,No,Medium
335,14-01-2024 22:00,Commercial,E-Scooter,1.66,9.5,17.9,Hot,Medium,No,Yes,High
336,14-01-2024 23:00,Residential,E-Bike,3.21,33,13.6,Hot,High,No,No,Low
337,15-01-2024 00:00,University Zone,E-Scooter,5.9,26.7,25.4,Clear,High,No,No,Medium
338,15-01-2024 01:00,Residential,E-Bike,1.71,14.7,12.4,Clear,Low,Yes,No,Low
339,15-01-2024 02:00,University Zone,E-Scooter,9.38,34.1,28.6,Clear,High,Yes,Yes,High
340,15-01-2024 03:00,Tourist Area,E-Bike,7.81,18,10.9,Hot,Medium,No,Yes,High
341,15-01-2024 04:00,University Zone,E-Bike,3.56,47.8,29.8,Clear,High,Yes,No,Low
342,15-01-2024 05:00,Commercial,E-Scooter,9.85,54.5,18.4,Hot,Low,Yes,No,Medium
343,15-01-2024 06:00,Commercial,Bicycle,9.82,20.1,17.7,Foggy,Medium,Yes,No,Low
344,15-01-2024 07:00,University Zone,E-Scooter,3.56,17.3,14.2,Clear,Medium,No,Yes,Low
345,15-01-2024 08:00,Commercial,E-Scooter,7.74,15.3,13.8,Hot,Low,Yes,No,Medium
346,15-01-2024 09:00,Tourist Area,E-Scooter,2.67,46.5,11.1,Clear,Medium,Yes,Yes,Medium
347,15-01-2024 10:00,Residential,E-Scooter,1.69,10.9,19.5,Clear,Medium,No,No,High
348,15-01-2024 11:00,University Zone,E-Scooter,7.97,55.9,16,Foggy,Low,Yes,No,Medium
349,15-01-2024 12:00,IT Hub,Bicycle,5.94,6.1,15,Rainy,Medium,Yes,No,Medium
350,15-01-2024 13:00,Commercial,Bicycle,5.14,26.4,20,Hot,Medium,No,No,Low
351,15-01-2024 14:00,Commercial,Bicycle,5.15,53.6,14.9,Foggy,Medium,No,No,Low
352,15-01-2024 15:00,Residential,E-Scooter,10,31.5,16.3,Rainy,High,Yes,No,Low
353,15-01-2024 16:00,Residential,E-Bike,6.56,18.3,29.4,Foggy,High,No,No,Medium
354,15-01-2024 17:00,University Zone,Bicycle,7.78,36,27.1,Clear,High,Yes,No,Low
355,15-01-2024 18:00,IT Hub,Bicycle,0.87,29.7,28.6,Rainy,Medium,Yes,No,High
356,15-01-2024 19:00,Tourist Area,E-Scooter,7.99,18.5,22.8,Foggy,Medium,Yes,No,Medium
357,15-01-2024 20:00,IT Hub,E-Scooter,1.15,41,27.8,Clear,Low,Yes,No,Medium
358,15-01-2024 21:00,IT Hub,Bicycle,0.68,45.2,10.7,Hot,High,Yes,No,Low
359,15-01-2024 22:00,IT Hub,E-Bike,5.75,17.8,19.4,Rainy,Low,Yes,Yes,Medium
360,15-01-2024 23:00,Tourist Area,E-Bike,7.82,49.8,10.8,Hot,High,No,No,Medium
361,16-01-2024 00:00,Residential,E-Scooter,4.92,46.8,19.7,Rainy,Low,Yes,No,Low
362,16-01-2024 01:00,Tourist Area,E-Bike,0.59,17.8,17.8,Rainy,High,Yes,No,High
363,16-01-2024 02:00,Residential,E-Scooter,4.99,19.8,8.9,Foggy,Medium,Yes,Yes,High
364,16-01-2024 03:00,Tourist Area,E-Scooter,6.63,56.7,21.7,Rainy,High,No,No,High
365,16-01-2024 04:00,IT Hub,E-Scooter,2.44,45,19.8,Rainy,Low,Yes,No,Medium
366,16-01-2024 05:00,Tourist Area,E-Scooter,4.86,48.8,23.2,Hot,Low,No,No,High
367,16-01-2024 06:00,Residential,E-Scooter,9.57,25.9,13.6,Hot,Low,Yes,No,Medium
368,16-01-2024 07:00,Residential,Bicycle,4.62,13.6,19.8,Hot,Low,No,No,Low
369,16-01-2024 08:00,Commercial,E-Scooter,5.35,42.3,25.5,Foggy,Medium,No,No,Medium
370,16-01-2024 09:00,Commercial,E-Bike,5.31,38.5,13.5,Foggy,Low,Yes,No,High
371,16-01-2024 10:00,IT Hub,E-Bike,7.74,42.1,8.5,Foggy,Low,Yes,Yes,High
372,16-01-2024 11:00,Tourist Area,Bicycle,9.91,7.2,27.2,Rainy,Low,No,No,Medium
373,16-01-2024 12:00,IT Hub,Bicycle,1.37,13.2,14.6,Clear,Medium,Yes,No,Low
374,16-01-2024 13:00,Residential,E-Bike,1.5,35.8,8.2,Foggy,Low,Yes,No,Low
375,16-01-2024 14:00,Tourist Area,E-Scooter,5.94,19.5,8.1,Rainy,High,No,No,Medium
376,16-01-2024 15:00,IT Hub,E-Scooter,9.72,32.9,15.3,Clear,Low,Yes,No,High
377,16-01-2024 16:00,IT Hub,Bicycle,1.96,53,28.7,Hot,High,Yes,No,Low
378,16-01-2024 17:00,Residential,E-Scooter,8.98,24.6,12.5,Rainy,Medium,Yes,No,Low
379,16-01-2024 18:00,Residential,Bicycle,4.25,28,24,Foggy,Medium,Yes,Yes,High
380,16-01-2024 19:00,IT Hub,E-Bike,4.86,9.7,16.2,Hot,Medium,Yes,No,Low
381,16-01-2024 20:00,University Zone,E-Bike,6.62,46.6,19.6,Rainy,Low,Yes,No,Medium
382,16-01-2024 21:00,University Zone,Bicycle,7.14,58,23.4,Hot,High,Yes,No,Low
383,16-01-2024 22:00,IT Hub,E-Bike,2.94,24.2,12.4,Foggy,Medium,Yes,No,High
384,16-01-2024 23:00,Tourist Area,E-Bike,3.57,7,25.8,Foggy,High,Yes,No,High
385,17-01-2024 00:00,University Zone,E-Scooter,3.13,5.4,22.9,Clear,High,No,No,Medium
386,17-01-2024 01:00,Commercial,Bicycle,8.97,20.7,28.9,Clear,High,No,No,Low
387,17-01-2024 02:00,IT Hub,Bicycle,7.02,40.8,29.6,Rainy,High,Yes,Yes,High
388,17-01-2024 03:00,Commercial,E-Scooter,3.33,57.1,19.2,Rainy,Medium,Yes,Yes,Low
389,17-01-2024 04:00,IT Hub,E-Bike,1.5,14.8,8,Foggy,Low,Yes,Yes,Low
390,17-01-2024 05:00,University Zone,Bicycle,0.7,22.8,12.6,Rainy,Low,No,No,Low
391,17-01-2024 06:00,Tourist Area,E-Bike,8.75,15.3,27.7,Hot,High,No,No,Low
392,17-01-2024 07:00,Tourist Area,E-Bike,2.56,46,18.7,Rainy,Low,No,No,Low
393,17-01-2024 08:00,Commercial,Bicycle,2,55.7,23,Foggy,Medium,Yes,No,High
394,17-01-2024 09:00,Commercial,E-Bike,9.89,29.8,14.4,Rainy,High,Yes,Yes,Low
395,17-01-2024 10:00,IT Hub,Bicycle,2.03,50.5,18.4,Foggy,Low,Yes,No,Low
396,17-01-2024 11:00,Commercial,E-Scooter,6.73,37.4,18.2,Rainy,Low,No,No,High
397,17-01-2024 12:00,Commercial,Bicycle,2.57,21.7,14.7,Clear,Medium,Yes,Yes,Low
398,17-01-2024 13:00,University Zone,Bicycle,6.36,29.7,17.7,Clear,Low,Yes,No,Medium
399,17-01-2024 14:00,Tourist Area,E-Scooter,6.89,51.8,16.5,Rainy,Low,No,No,Medium
400,17-01-2024 15:00,IT Hub,E-Bike,8.73,10.1,29,Foggy,High,Yes,No,Medium
401,17-01-2024 16:00,University Zone,E-Scooter,5.42,27.6,27.1,Clear,Medium,No,Yes,Low
402,17-01-2024 17:00,Tourist Area,Bicycle,8.45,19.7,14.9,Foggy,Medium,Yes,Yes,Low
403,17-01-2024 18:00,Tourist Area,E-Scooter,1.48,11.3,21.2,Rainy,Medium,Yes,No,High
404,17-01-2024 19:00,Residential,Bicycle,3.87,32.4,11.2,Hot,Low,No,Yes,Medium
405,17-01-2024 20:00,Residential,E-Scooter,0.62,36.9,27.8,Hot,Low,Yes,No,Low
406,17-01-2024 21:00,Commercial,Bicycle,4.02,38.4,18.3,Foggy,High,No,No,Medium
407,17-01-2024 22:00,Commercial,Bicycle,0.88,8.9,23.1,Rainy,Low,Yes,No,Low
408,17-01-2024 23:00,Residential,E-Scooter,9.71,23.3,8.2,Clear,High,Yes,No,Medium
409,18-01-2024 00:00,University Zone,E-Bike,6.18,57.6,23.8,Hot,Low,Yes,No,Low
410,18-01-2024 01:00,IT Hub,E-Bike,4.35,5.9,26.7,Foggy,High,Yes,No,Low
411,18-01-2024 02:00,University Zone,Bicycle,6.06,40.8,11.4,Clear,Low,Yes,No,Low
412,18-01-2024 03:00,Tourist Area,Bicycle,4.1,42.7,13.6,Hot,High,Yes,No,Medium
413,18-01-2024 04:00,Tourist Area,E-Scooter,0.96,19.4,20.2,Foggy,Low,No,No,Low
414,18-01-2024 05:00,University Zone,E-Bike,8.14,22.1,10.9,Rainy,Low,Yes,No,Low
415,18-01-2024 06:00,Commercial,Bicycle,1.92,50.3,11.4,Rainy,High,Yes,Yes,Low
416,18-01-2024 07:00,Tourist Area,E-Bike,6.13,10.6,11.6,Hot,Medium,Yes,No,Low
417,18-01-2024 08:00,University Zone,Bicycle,1.17,51,9.1,Hot,Low,No,No,Low
418,18-01-2024 09:00,Residential,Bicycle,6.67,12.9,19.5,Rainy,Low,Yes,No,Low
419,18-01-2024 10:00,IT Hub,E-Bike,2.82,52.2,8.4,Foggy,Low,Yes,No,Medium
420,18-01-2024 11:00,University Zone,E-Scooter,8.06,15.5,28.7,Clear,Medium,Yes,No,Low
421,18-01-2024 12:00,IT Hub,Bicycle,8.86,24.9,10.5,Foggy,Medium,Yes,No,Low
422,18-01-2024 13:00,Commercial,E-Scooter,3.64,55.7,19,Foggy,Low,Yes,No,Low
423,18-01-2024 14:00,University Zone,Bicycle,5.72,43.1,28.5,Clear,Medium,Yes,No,Low
424,18-01-2024 15:00,Commercial,Bicycle,8.2,59.7,22.9,Rainy,Medium,No,No,Low
425,18-01-2024 16:00,Tourist Area,Bicycle,4.47,59.4,28.8,Rainy,High,Yes,Yes,Medium
426,18-01-2024 17:00,IT Hub,E-Scooter,2.54,41.3,16,Clear,High,No,No,Low
427,18-01-2024 18:00,IT Hub,E-Bike,0.71,37.1,27.1,Hot,High,No,No,High
428,18-01-2024 19:00,Tourist Area,E-Scooter,6.94,58.1,16,Rainy,Low,Yes,Yes,High
429,18-01-2024 20:00,University Zone,Bicycle,6.68,20.4,23.3,Foggy,Low,Yes,No,Medium
430,18-01-2024 21:00,Residential,Bicycle,2.02,36.3,18.4,Clear,High,Yes,No,High
431,18-01-2024 22:00,Residential,E-Bike,6.53,53.5,25.8,Hot,Low,Yes,No,Low
432,18-01-2024 23:00,IT Hub,Bicycle,5.6,38.6,28.8,Clear,Medium,Yes,No,Low
433,19-01-2024 00:00,University Zone,Bicycle,1.92,17.2,8.1,Foggy,Medium,Yes,No,Low
434,19-01-2024 01:00,IT Hub,E-Bike,2.49,36.9,18.7,Rainy,Low,Yes,No,Low
435,19-01-2024 02:00,IT Hub,E-Bike,4.98,6.8,8.3,Rainy,Low,Yes,No,High
436,19-01-2024 03:00,Commercial,E-Scooter,6.19,46.7,9.6,Clear,Low,No,No,Low
437,19-01-2024 04:00,Residential,Bicycle,7.16,47.7,23.3,Foggy,Medium,Yes,Yes,Medium
438,19-01-2024 05:00,University Zone,E-Bike,1.52,24.9,27.3,Hot,Medium,Yes,Yes,Low
439,19-01-2024 06:00,IT Hub,E-Scooter,3.35,56.9,13.3,Clear,Medium,No,No,Low
440,19-01-2024 07:00,University Zone,E-Bike,9.72,16,18.7,Hot,Medium,Yes,No,Medium
441,19-01-2024 08:00,University Zone,E-Bike,8.79,33.2,11.2,Hot,High,No,No,Low
442,19-01-2024 09:00,University Zone,Bicycle,9.5,8.2,21.7,Hot,High,Yes,No,Low
443,19-01-2024 10:00,Residential,Bicycle,3.83,59.4,9.3,Hot,High,No,No,Medium
444,19-01-2024 11:00,Tourist Area,E-Scooter,6.36,44.4,25.3,Clear,High,Yes,No,Low
445,19-01-2024 12:00,Residential,Bicycle,8.85,35.2,25.4,Clear,Low,No,No,Low
446,19-01-2024 13:00,University Zone,Bicycle,1.76,15.8,27.2,Clear,Medium,Yes,No,Medium
447,19-01-2024 14:00,Residential,E-Bike,1.03,51.7,24.8,Rainy,Medium,No,No,Low
448,19-01-2024 15:00,Commercial,E-Scooter,6.32,37.1,24.5,Clear,High,No,No,Low
449,19-01-2024 16:00,Residential,E-Bike,5.8,52.6,21.9,Foggy,High,No,No,High
450,19-01-2024 17:00,University Zone,Bicycle,7.7,46.9,22.7,Hot,Low,Yes,No,Low
451,19-01-2024 18:00,Residential,E-Bike,2.11,49.3,13.3,Clear,High,No,No,Medium
452,19-01-2024 19:00,Commercial,E-Bike,8.07,13,13.3,Hot,High,Yes,No,Low
453,19-01-2024 20:00,Commercial,E-Scooter,8.33,48.7,10.8,Hot,Low,Yes,No,High
454,19-01-2024 21:00,Residential,E-Scooter,2.37,18.6,16.5,Rainy,High,Yes,No,Low
455,19-01-2024 22:00,University Zone,Bicycle,4.07,22,15.7,Hot,Medium,Yes,No,Low
456,19-01-2024 23:00,University Zone,E-Bike,4.4,48.9,11.8,Clear,Medium,Yes,No,Low
457,20-01-2024 00:00,IT Hub,E-Scooter,2.17,52.2,20.4,Rainy,High,No,No,Low
458,20-01-2024 01:00,University Zone,Bicycle,3.24,43.8,18.1,Foggy,Medium,Yes,No,High
459,20-01-2024 02:00,Tourist Area,E-Scooter,2.24,11.7,11,Rainy,High,Yes,Yes,Medium
460,20-01-2024 03:00,University Zone,E-Scooter,7.87,22.2,17,Rainy,Low,Yes,No,Low
461,20-01-2024 04:00,Tourist Area,E-Scooter,5.07,38.4,28.4,Rainy,Medium,Yes,No,Low
462,20-01-2024 05:00,Tourist Area,Bicycle,7.32,21.3,18.6,Rainy,Medium,Yes,No,Low
463,20-01-2024 06:00,IT Hub,E-Scooter,8.67,23.7,14.9,Clear,High,Yes,No,Medium
464,20-01-2024 07:00,IT Hub,E-Scooter,9.03,59.7,26,Foggy,Low,No,No,Low
465,20-01-2024 08:00,University Zone,E-Scooter,0.8,54.2,19.4,Foggy,Medium,Yes,No,High
466,20-01-2024 09:00,University Zone,E-Bike,5.79,44.3,22.8,Rainy,Medium,Yes,No,High
467,20-01-2024 10:00,Tourist Area,E-Scooter,9.61,22.1,9.2,Clear,Medium,No,No,Low
468,20-01-2024 11:00,IT Hub,E-Bike,8.47,38,22.1,Clear,High,No,No,Low
469,20-01-2024 12:00,IT Hub,E-Bike,8.78,14.3,11.9,Foggy,Medium,No,No,Low
470,20-01-2024 13:00,University Zone,E-Bike,3.97,48.5,10.7,Foggy,High,No,No,Low
471,20-01-2024 14:00,Commercial,Bicycle,7.23,5.8,22.4,Rainy,Low,Yes,No,Medium
472,20-01-2024 15:00,Commercial,Bicycle,5.07,35,9.5,Clear,Low,No,No,Low
473,20-01-2024 16:00,Commercial,E-Bike,6.19,58.1,17.2,Clear,High,No,No,High
474,20-01-2024 17:00,IT Hub,Bicycle,7.11,32.6,27.6,Foggy,Low,Yes,No,High
475,20-01-2024 18:00,Commercial,E-Bike,6.4,21.7,22.2,Rainy,High,No,No,High
476,20-01-2024 19:00,Commercial,E-Scooter,7.09,36.1,16.6,Hot,High,No,Yes,Low
477,20-01-2024 20:00,University Zone,E-Scooter,5.87,42.3,10.7,Hot,Low,No,No,High
478,20-01-2024 21:00,University Zone,E-Bike,4.82,22.1,26.2,Rainy,High,Yes,No,Medium
479,20-01-2024 22:00,Residential,Bicycle,3.24,6.2,19.9,Hot,Medium,No,No,Low
480,20-01-2024 23:00,Commercial,E-Scooter,6.66,52,15.1,Clear,High,No,No,Low
481,21-01-2024 00:00,Tourist Area,E-Bike,3.95,37.3,23.6,Hot,High,Yes,No,Medium
482,21-01-2024 01:00,Commercial,E-Bike,8.2,24.8,26.9,Hot,High,No,No,Low
483,21-01-2024 02:00,Commercial,E-Bike,7.39,40,11,Hot,Low,Yes,No,Medium
484,21-01-2024 03:00,Commercial,E-Bike,3.79,51.3,26.7,Foggy,Low,Yes,No,Low
485,21-01-2024 04:00,Commercial,Bicycle,5.41,16.5,26.4,Foggy,Low,No,No,Medium
486,21-01-2024 05:00,University Zone,E-Scooter,2.73,31.5,20.8,Rainy,Medium,Yes,No,Low
487,21-01-2024 06:00,University Zone,Bicycle,9.28,41.4,29.4,Hot,Low,Yes,No,Low
488,21-01-2024 07:00,Commercial,E-Bike,3.33,31,27.6,Hot,Medium,Yes,No,Medium
489,21-01-2024 08:00,Residential,Bicycle,9.25,32.2,24.6,Foggy,Low,Yes,No,Low
490,21-01-2024 09:00,Residential,Bicycle,1.06,16.1,14.3,Foggy,Low,Yes,No,High
491,21-01-2024 10:00,Commercial,E-Scooter,2.22,26,29.9,Hot,High,Yes,No,Low
492,21-01-2024 11:00,Tourist Area,E-Scooter,6.51,8.1,27.6,Clear,High,No,No,Low
493,21-01-2024 12:00,University Zone,E-Scooter,5.63,19.6,10.1,Hot,Low,Yes,No,Medium
494,21-01-2024 13:00,IT Hub,E-Bike,8.63,25.1,22.7,Foggy,Low,Yes,No,Low
495,21-01-2024 14:00,Tourist Area,E-Scooter,8.12,57.8,23.6,Foggy,High,No,No,Medium
496,21-01-2024 15:00,University Zone,Bicycle,1.27,55.4,15.1,Rainy,High,No,No,Medium
497,21-01-2024 16:00,IT Hub,Bicycle,3.22,49.1,22.8,Clear,Low,Yes,No,Medium
498,21-01-2024 17:00,Residential,E-Bike,5.85,5.2,17.9,Rainy,Medium,Yes,No,Low
499,21-01-2024 18:00,Residential,E-Bike,2.59,40.1,13.9,Hot,Low,Yes,No,Low
500,21-01-2024 19:00,University Zone,E-Scooter,8.28,54.9,23.3,Foggy,High,No,No,High
501,21-01-2024 20:00,University Zone,E-Bike,8.05,42.2,27.9,Clear,Medium,Yes,No,Low
502,21-01-2024 21:00,IT Hub,E-Bike,3.65,42.5,9.4,Clear,High,No,No,Medium
503,21-01-2024 22:00,Residential,E-Scooter,9.28,20.8,15.2,Foggy,Low,No,No,Medium
504,21-01-2024 23:00,Tourist Area,E-Bike,6.92,19.9,26.4,Foggy,High,Yes,No,Low
505,22-01-2024 00:00,Residential,E-Scooter,3.15,54,13.9,Rainy,Low,Yes,No,Low
506,22-01-2024 01:00,IT Hub,E-Scooter,6.69,12.6,27.7,Foggy,Low,Yes,No,Low
507,22-01-2024 02:00,Residential,Bicycle,4.53,11.5,18.8,Clear,Low,No,Yes,High
508,22-01-2024 03:00,Tourist Area,Bicycle,0.59,37.3,12.7,Clear,High,Yes,No,Low
509,22-01-2024 04:00,Residential,E-Scooter,6.2,41.4,19,Foggy,High,Yes,No,Medium
510,22-01-2024 05:00,Tourist Area,E-Bike,1.58,43.3,15.7,Hot,Medium,Yes,No,Low
511,22-01-2024 06:00,Commercial,Bicycle,2.61,43,12,Clear,Low,No,No,High
512,22-01-2024 07:00,Tourist Area,E-Scooter,7.55,27.6,10,Hot,High,Yes,No,Low
513,22-01-2024 08:00,Tourist Area,Bicycle,7.28,16.6,19.7,Rainy,Low,No,No,Medium
514,22-01-2024 09:00,University Zone,Bicycle,0.62,9.7,27.8,Rainy,High,Yes,No,Medium
515,22-01-2024 10:00,Residential,Bicycle,4.2,7.3,13.5,Rainy,Low,Yes,No,Low
516,22-01-2024 11:00,Residential,E-Scooter,4.48,54.6,30,Foggy,Low,Yes,No,High
517,22-01-2024 12:00,University Zone,E-Bike,3.88,45.7,8.2,Clear,High,Yes,No,Medium
518,22-01-2024 13:00,Residential,Bicycle,6.17,53.1,8.3,Hot,Low,No,No,Medium
519,22-01-2024 14:00,Commercial,Bicycle,4.13,34.7,19.3,Foggy,Medium,Yes,No,Low
520,22-01-2024 15:00,IT Hub,Bicycle,0.77,27.2,27.6,Clear,High,No,No,Low
521,22-01-2024 16:00,Residential,E-Scooter,8.09,14.9,12.4,Foggy,High,Yes,No,High
522,22-01-2024 17:00,Tourist Area,Bicycle,5.64,40.7,17.1,Clear,High,No,No,High
523,22-01-2024 18:00,Commercial,E-Scooter,1.01,8.7,22.2,Rainy,Low,Yes,No,Medium
524,22-01-2024 19:00,Tourist Area,E-Bike,4.26,20.7,11.6,Rainy,High,Yes,No,High
525,22-01-2024 20:00,Tourist Area,E-Bike,8.7,46.7,11.1,Foggy,High,No,No,Medium
526,22-01-2024 21:00,Commercial,E-Bike,5.5,50.9,11.2,Hot,Medium,Yes,No,Low
527,22-01-2024 22:00,Commercial,Bicycle,7.33,34.6,17.2,Clear,Medium,No,No,Low
528,22-01-2024 23:00,Residential,E-Scooter,6.14,22.5,8.4,Hot,Low,No,No,Low
